title,image,product_link,sku:,upc:,project_type:,skill:,difficulty:,info,description,review_count,star_rating,occasion:,season:,theme:,fiber_content:,yarn_weight:,thread_size:
Department 71 Dotted Darling Bag Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/department-71-dotted-darling-bag-free-download/,F01690,,Bags & Totes,Crochet,Easy,F01690  Bags & Totes Crochet Easy,"Find the best of both worlds in this fabulously fun yet functional bag. The easy crochet bag is perfectly sized for carrying your essentials with a convenient shoulder strap tied up in an oversized bow that transforms a basic bag into a fashion statement. It is stitched in Department 71 Sassy Sprinkles yarn, creating confetti-like pops of color for a playful, party-ready look. Stitch it in the pretty pink shade shown, or pick another pastel to make this bag entirely your own! Skill Level: Easy Size: 12 x 9"" (30 x 22.9cm), not including handle Materials: Department 71 Sassy Sprinkles • 1010 Taffy—3 balls Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, locking stitch markers, 1½"" (3.8cm) button (for inside of button)",2,5,,,,,,
Sundance Sunny Scribbles Pencil Pouch Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/sundance-sunny-scribbles-pencil-pouch-free-download/,F01689,,Children,Crochet,Easy,F01689  Children Crochet Easy,"Stitch up some storage perfect back-to-school season. Stitched in Sundance Sweets yarn, this easy knit pencil pouch is worked flat in three pieces, then seamed together before sewing in a zipper, making it a great project for all skill levels. The multi-purpose pouch is perfect for the classroom, office, or craft room and can be used for a variety of supplies from pencils and pens to markers and crayons to crochet hooks and crafting notions. It easily fits in a backpack, desk drawer, or project bag, and the zipper closure keeps supplies secure and organized on the go. Stitch it in the colorway shown, or pick another self-striping colorway for a look entirely your own. Skill Level: Intermediate Size: 8 x 8½"" (20.3 x 21.6cm) Materials: Sundance Sweets • 0012 Macaroon—1 ball Needles: US size 7 (4.5mm) straight needles or size needed to obtain gauge Extras: Yarn needle, 9"" (22.9cm) zipper",0,0,,,,,,
Herrschners Fernshade Cowl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-fernshade-cowl-free-download/,F01688,,,Crochet,,F01688  Crochet,"Cozy has never looked so chic! This intermediate crochet cowl is stitched with a beautiful basketweave pattern that transforms simple stitches into a textured showpiece perfect for cold-weather days. The dappled look of Herrschners Worsted 8 Heathers adds depth to your stitches and gives the finished cowl a homespun appearance for a timeless fashion accessory. Stitch it in the neutral tone shown or pick a bold color to make a statement. Skill Level: Intermediate Size: 10 x 40"" (25 x 102cm) Materials: Herrschners Worsted 8 Heathers • 4005 Woodland—3 balls Hook: US size J-10 (6mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",2,5,,,,,,
Soho Mod Steps Basket Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/soho-mod-steps-basket-free-download/,F01687,,Baskets,Crochet,Intermediate,F01687  Baskets Crochet Intermediate,"Step up your storage! This eye-catching pattern with a bold geometric pattern stitched in Soho Skwishy yarn measure 15"" across, making it perfect for storing plushies, toys, or other large projects. The intermediate crochet basket pattern uses elongated stitches to create the unique stair-step look with a subtle texture. You can easily adjust the height of the basket to boost the storage space, but keep in mind that will require an adjustment to the yarn and finishing materials used as an interior support and lining. Skill Level: Intermediate Size: 15"" (38 cm) across base 8"" (20.3cm) tall Materials: Soho Skwishy • 1019 Moonbeam—3 balls • 1009 Papaya—1 ball • 1010 Sunny Side—1 ball Hook: US size L-11 (8mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, stitch marker, tapestry needle, four 12 x 18"" sheets of 3mm craft foam, ¾ yard of quilting fabric, tape, foam-safe adhesive spray, sewing needle and matching thread",6,4,,,,,,
Department 71 Jolly Topper Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/department-71-jolly-topper-free-download/,F01686,,Christmas,Crochet,Easy,F01686  Christmas Christmas Crochet Easy,"Perfect for holiday selfies or festive family photos, this easy crochet Santa hat pattern includes sizes newborn through adult, making it easy to coordinate the whole family for Christmas card photos, social media posts, and holiday parties. The metallic shimmer of Department 71 Holiday Lights yarn adds a hint of glitz for a holiday look that sparkles and shines. Skill Level: Easy Size: Newborn (Child/Adult Small, Adult Medium) •  15 (20, 22)"" [38 (51, 56)cm] Materials: Department 71 Holiday Lights • Real Red—1 (2, 2) skeins • Snowball—1 skeins (all sizes) Hook: US size I-9 (5.5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, pom-pom maker, locking stitch makers",0,0,Christmas,,,,,
Herrschners Chevron Cheer Stocking Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-chevron-cheer-stocking-free-download/,F01685,,Christmas,Knit,Intermediate,F01685  Christmas Knit Intermediate,"Get ready for Santa’s visit with a hand-knit stocking! Stitched in cheerful shades of red and green, this playful stocking is a great way to welcome a new family member! The intermediate knit stocking pattern can be stitched in classic Christmas colors of Herrschners My Ami yarn as shown, or you can mix up the colors for a custom look for each family member! Skill Level: Intermediate Size: 10 x 20"" (25 x 51cm) Materials: Herrschners® My Ami Yarn • 1014 Clover—1 ball • 1013 Lime—1 ball • 1005 Red—2 balls • 1001 White—1 ball Needles: • US size 7 (4mm) straight needles or size needed to obtain gauge • US size 3 (3.25mm) double pointed needles Extras: Yarn needle, stitch markers",0,0,,,,,,
Village Yarn Peppermint Scrubbies Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/village-yarn-peppermint-scrubbies-free-download/,F01684,,Kitchen,Crochet,Easy,F01684  Kitchen Crochet Easy,"The festive fun doesn’t stop when the Christmas party does! Keep the holiday spirit going when cleanup begins with playful peppermint scrubbies. Stitched in holiday hues of Village Yarn Craft Cotton yarn, these easy crochet scrubbies are stitched flat then seamed together to create the swirling stripes of a peppermint candy. The quick-to-stitch designs work up quickly as a last-minute gift for the holiday hostess. Skill Level: Easy Size: 4"" (10.2cm) dia. Materials: Village Yarn Craft Cotton • 5001 White—1 ball • 5014 Parsley—1 ball • 5062 Really Red—1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",4,5,,,,,,
Herrschners Here Comes Santa Wall Hanging Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-here-comes-santa-wall-hanging-free-download/,F01683,,Christmas,Crochet,Intermediate,F01683  Christmas Crochet Intermediate,"Santa welcomes guests with a jolly wave in this playful wall hanging perfect for your entryway. The intermediate crochet design is worked in Tunisian crochet with merry and bright shades of Herrschners Worsted 3 yarn. Trimmed with peppermint tassels, this fun and festive design will be a joyful addition to your hand-stitched holiday décor. Skill Level: Intermediate Size: 12 x 18"" (30 x 46cm. Materials: Herrschners Worsted 3 • 1001 White—1 ball • 1010 Black—1 ball • 1007 True Red—1 ball • 1015 Seaspray—1 ball • 1054 Lime—1 ball • 1005 Goldenrod—1 ball • 1037 Peachy—1 ball Hooks: • US size H-8 (5mm) crochet hook or size needed to obtain gauge • US size G-6 (4mm) crochet hook Extras: Yarn needle, locking stitch markers, two 12"" (30cm) dowels for hangers, 4 finials for dowel ends, yarn bobbins (optional), craft glue",4,4,,,,,,
Village Yarn Lemon Lagoon Towels Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/village-yarn-lemon-lagoon-towels-free-download/,F01682,,Towels,Knit,Intermediate,F01682  Towels Knit Intermediate,"Bring zest to your kitchen clean-up routine with these lemon-fresh towels! The intermediate knit towel pattern is stitched in Village Yarn Craft Cotton yarn with scalloped waves that bring a splash of sunshine to your kitchen décor. Stitch the pair in the aqua and lemon shades shown, or switch the pattern up with other colors to match your kitchen. The set makes a great housewarming or hostess gift! Skill Level: Intermediate Size: 15 x 21"" (38 x 53cm) Materials: Village Yarn Craft Cotton • 5003 Lemon Ice—4 balls • 5058 Deep Sea—4 balls Needles: US size 8 (5mm) 32"" or longer circular needle or size needed to obtain gauge Hook: US size I-9 (5.5mm) crochet hook for border. Extras: Yarn needle, stitch marker",3,4,,,,,,
Herrschners Granny's Colorblock Beach Bag Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-grannys-colorblock-beach-bag-free-download/,F01681,,Bags & Totes,Crochet,Intermediate,F01681  Bags & Totes Crochet Intermediate,"Get ready for fun in the sun with this bright and bold beach bag! The intermediate crochet design is created with a grid of four colorblock squares in summertime shades of Herrschners Worsted 8 yarn. Because the motifs are crocheted separately then sewn together, it makes a great take-along project for summer road trips! Skill Level: Intermediate Size: 20 x 21"" (51 x 53cm). Materials: Herrschners Worsted 8 • 1008 Royal—1 ball • 1024 Sandstone—1 ball • 1035 Sea Green—1 ball • 1053 Daffodil—1 ball • 1077 Lingonberry—1 ball Hook: US size I-9 (5.5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",2,5,,,,,,
Herrschners Darling Daisy Bouquet Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/herrschners-darling-daisy-bouquet-free-download/,F01680,,Home Décor,Crochet,Intermediate,F01680  Flowers & Gardens Home Décor Crochet Intermediate,"Enjoy fresh flowers all season long with this hand-stitched bouquet that never loses its bloom! The intermediate crochet design features cheerful daisies surrounded by colorful blue and yellow flowers that can be easily customized to any shades of Herrschners My Ami yarn. Coordinate the vase color to match your décor for fabulous floral accent in any room of your home. Skill Level: Intermediate Size: Up to 11"" (28cm) H Materials: Herrschners My Ami yarn • White—1 ball • Yellow—1 ball • Clover—1 ball • Sapphire—1 ball • Walnut—1 ball Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle, locking stitch markers, craft glue, polyester fiberfill, 18-gauge floral stem wire, two floral foam disks",4,5,,,Flowers & Gardens,,,
Village Yarn Zesty Netted Bag Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/village-yarn-zesty-netted-bag-free-download/,F01679,,Bags & Totes,Crochet,Easy,F01679  Bags & Totes Crochet Easy,"Carry your goodies home from the farmers' market or haul your gear to the beach in a handy netted bag crocheted with Village Yarn Craft Cotton. This easy crochet bag works up quickly with a breathable netted design perfect for carrying produce or beach gear. The drawstring bag makes it easy to cinch the top closed to keep everything inside. Stitch it in the playful colorway shown, or choose another solid or multi shade for a look entirely your own. Skill Level: Easy Size: 12 x 15"" (30 x 38cm). Materials: Village Yarn™ Craft Cotton • 5078 Beach Day—5 Balls Hooks: • US size G-6 (4mm) crochet hook or size needed to obtain gauge • US size J-10 (6mm) crochet hook Extras: Yarn needle",8,5,,,,,,
Soho Spiral Snake Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/soho-spiral-snake-free-download/,F01678,,Toy,Crochet,Easy,F01678  Toy Crochet Easy,"Stitch up a slithery pal who’s ready to snuggle! Measuring over 4 feet long, this cute and cuddly snake pal is ready to curl up for story time or an afternoon nap. The easy crochet pattern stitches up quickly in Soho Skwishy Spots yarn for a snuggly soft, multicolor pal for all ages! Stitch it in the blue hue shown, or mix it up with another colorway or even a solid shade of Soho Skwishy yarn for a look entirely your own! Skill Level: Easy Size: 53"" (126cm) Materials: Soho Skwishy Spots • Splish Splash—4 balls Herrschners Plastic Canvas Yarn—10 yd • 0015 Black—1 hank • 0051 Pale Pink—1 hank Hook: • US size J-10 (6mm) crochet hook or size needed to obtain gauge • US size H-8 (5mm) crochet hook Extras: Yarn needle, two 21mm safety eyes, locking stitch marker, fiberfill",5,4,,,,,,
Willow Yarns Calm & Cleanse Spa Set Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/willow-yarns-calm-cleanse-spa-set-free-download/,F01677,,Fashion Accessories & Novelties,Knit,Intermediate,F01677  Fashion Accessories & Novelties Knit Intermediate,"Pamper yourself with an in-home spa experience! This set of coordinating spa accessories features a washcloth, facecloth, and soap sack designed with textured stitches perfect for scrubbing up in the shower! The intermediate knit designs make a great self-care gift for a friend—or even yourself! Stitch them in the cheerful coral shade of Willow Yarns Meadow yarn shown, or switch up the color to coordinate with your bath décor. Skill Level: Intermediate Size: Facecloth: 8¾ x 13"" (22.2 x 33cm) Washcloth: 5¼ x 7½"" (13.3 x 19.1cm) Soap Sack: 5 x 6"" (12.7 x 15.2cm) Materials: Willow Yarns™ Meadow • Coral Bell—2 balls Needles: • US size 8 (5mm) straight needles or size needed to obtain gauge • US size 8 (5mm) dpn or size needed to obtain gauge Extras: Yarn needle, stitch markers",4,4,,,,,,
Soho Plum Snuggles Baby Blanket Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/soho-plum-snuggles-baby-blanket-free-download/,F01676,,Baby,Crochet,Easy,F01676  Baby Crochet Easy,"Snuggle up to softness! This easy crochet baby blanket pattern stitches up quickly in Soho Swkishy yarn for a perfectly plush blanket loved by both baby and parents alike! Stitch the striped design in the two purple shades shown, or switch up the colors to coordinate with your little one’s nursery. Makes a great baby shower gift! Skill Level: Easy Size: 31 x 41"" (78 x 104cm) Materials: Soho Skwishy yarn • 1017 Lilac—4 balls • 1018 Grape Fizz—4 balls Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Yarn needle",7,5,,,,,,
